2021-02-26T16:04:12.148Z [AUDIT] Token created by 'anonymous': tokenId='06b58867-4135-4c18-af32-837f949ff034', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-02T18:17:48.518Z [AUDIT] Token created by 'jffe@000': tokenId='2387eca1-9e7f-4a0c-9b72-4ae0f86419d2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614709668518, refreshable=false
2021-03-02T18:17:48.518Z [AUDIT] Token created by 'jffe@000': tokenId='b170b1a7-26de-4b32-bf87-4acc3212e264', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614709668517, refreshable=false
2021-03-02T18:17:48.525Z [AUDIT] Token created by 'jffe@000': tokenId='7a484cec-bdb4-4465-b87a-0d2d6065b250', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614709668524, refreshable=false
2021-03-02T18:27:48.566Z [AUDIT] Token created by 'jffe@000': tokenId='07d8427e-90fd-438f-b257-fcfea1514c2d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710268565, refreshable=false
2021-03-02T18:27:48.566Z [AUDIT] Token created by 'jffe@000': tokenId='0d34b249-3db4-43ca-9c4e-8ca6b893461b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710268566, refreshable=false
2021-03-02T18:27:48.566Z [AUDIT] Token created by 'jffe@000': tokenId='c5466222-0285-44b8-be8a-382967f0a422', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710268565, refreshable=false
2021-03-02T18:27:48.566Z [AUDIT] Token created by 'jffe@000': tokenId='1069ff25-add3-4bea-9c94-b3d83beb2fcf', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710268565, refreshable=false
2021-03-02T18:37:48.647Z [AUDIT] Token created by 'jffe@000': tokenId='31565883-a458-4def-b2af-4873e57fc086', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710868647, refreshable=false
2021-03-02T18:37:48.648Z [AUDIT] Token created by 'jffe@000': tokenId='564edaa5-d390-4606-b915-4d566a83408c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710868648, refreshable=false
2021-03-02T18:37:48.650Z [AUDIT] Token created by 'jffe@000': tokenId='c9651b75-80ca-4ab1-809b-5f1d9e61c886', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710868650, refreshable=false
2021-03-02T18:37:48.653Z [AUDIT] Token created by 'jffe@000': tokenId='de7914c0-e843-4ac0-a983-34ddc6112ba6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614710868652, refreshable=false
2021-03-02T18:47:48.741Z [AUDIT] Token created by 'jffe@000': tokenId='3511bc15-5a7e-46a2-812a-2f9ee96f2c28', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614711468741, refreshable=false
2021-03-02T18:47:48.741Z [AUDIT] Token created by 'jffe@000': tokenId='ee1e4cbe-641e-4d7c-9f47-1b9c0cd3e027', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614711468741, refreshable=false
2021-03-02T18:47:48.741Z [AUDIT] Token created by 'jffe@000': tokenId='58f1d2c5-7b46-4770-a378-4f2c4e5065d8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614711468741, refreshable=false
2021-03-02T18:47:48.750Z [AUDIT] Token created by 'jffe@000': tokenId='1ba1a03d-577c-4dca-abeb-3446846066df', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614711468749, refreshable=false
2021-03-02T18:57:48.924Z [AUDIT] Token created by 'jffe@000': tokenId='bfeb834f-07dc-4e65-9077-a2d9477f9b4a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712068924, refreshable=false
2021-03-02T18:57:48.923Z [AUDIT] Token created by 'jffe@000': tokenId='224dbd95-9dcf-4214-adfb-2a04b8c83481', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712068923, refreshable=false
2021-03-02T18:57:48.923Z [AUDIT] Token created by 'jffe@000': tokenId='5a9b6deb-59bc-4a2a-9264-fc0f51b55f76', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712068923, refreshable=false
2021-03-02T18:57:48.934Z [AUDIT] Token created by 'jffe@000': tokenId='a6a19964-c407-4440-a7c0-6fad5f04a2f3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712068933, refreshable=false
2021-03-02T19:07:49.014Z [AUDIT] Token created by 'jffe@000': tokenId='44d20249-e8d0-4804-8bb0-3bb7aebcc1e4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712669014, refreshable=false
2021-03-02T19:07:49.014Z [AUDIT] Token created by 'jffe@000': tokenId='ed501cdb-50d5-477c-a0a9-10189c73bacc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712669014, refreshable=false
2021-03-02T19:07:49.014Z [AUDIT] Token created by 'jffe@000': tokenId='845d8a58-32b1-4667-894a-26fd1d789b2f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712669014, refreshable=false
2021-03-02T19:07:49.015Z [AUDIT] Token created by 'jffe@000': tokenId='2e98090e-813c-4b32-b880-dd8b554f5066', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614712669015, refreshable=false
2021-03-02T19:17:49.061Z [AUDIT] Token created by 'jffe@000': tokenId='4a0a4f21-7f8f-4614-9f27-fa0b8d0f1bda', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713269061, refreshable=false
2021-03-02T19:17:49.062Z [AUDIT] Token created by 'jffe@000': tokenId='64ce15cd-ac3d-456c-8068-bfee318e3c5c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713269062, refreshable=false
2021-03-02T19:17:49.062Z [AUDIT] Token created by 'jffe@000': tokenId='e89ad188-e270-4916-8108-33bd6cd7d1bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713269062, refreshable=false
2021-03-02T19:17:49.061Z [AUDIT] Token created by 'jffe@000': tokenId='4d07a924-cf4c-4666-9c60-a7d5622ea208', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713269061, refreshable=false
2021-03-02T19:27:49.190Z [AUDIT] Token created by 'jffe@000': tokenId='a7023880-9ae7-42a7-b531-7d13e0e06ac7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713869190, refreshable=false
2021-03-02T19:27:49.194Z [AUDIT] Token created by 'jffe@000': tokenId='39221264-0d2a-4416-b9fd-43ca4011dc22', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713869194, refreshable=false
2021-03-02T19:27:49.194Z [AUDIT] Token created by 'jffe@000': tokenId='a94f5286-4506-41f6-8400-6a32bb80d4b4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713869194, refreshable=false
2021-03-02T19:27:49.200Z [AUDIT] Token created by 'jffe@000': tokenId='7403f08e-d345-411b-81b1-69a872d10e18', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614713869200, refreshable=false
2021-03-02T19:37:49.303Z [AUDIT] Token created by 'jffe@000': tokenId='a8bd0e48-d8a9-41da-b56c-d7cad66092df', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614714469303, refreshable=false
2021-03-02T19:37:49.307Z [AUDIT] Token created by 'jffe@000': tokenId='4e7f0215-faed-49b6-9b7f-3d87516a2104', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614714469307, refreshable=false
2021-03-02T19:37:49.307Z [AUDIT] Token created by 'jffe@000': tokenId='7bbbc25e-b344-485e-9f4f-5419438462b5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614714469307, refreshable=false
2021-03-02T19:37:49.345Z [AUDIT] Token created by 'jffe@000': tokenId='ee7e1a8e-36e6-47c1-9099-87f75cd73277', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614714469345, refreshable=false
2021-03-02T19:47:49.408Z [AUDIT] Token created by 'jffe@000': tokenId='d39b4bda-ecfc-493c-9c48-609a8c6c39e8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715069408, refreshable=false
2021-03-02T19:47:49.409Z [AUDIT] Token created by 'jffe@000': tokenId='5a73c960-4080-42e7-b9c6-55e88f0b99a3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715069409, refreshable=false
2021-03-02T19:47:49.412Z [AUDIT] Token created by 'jffe@000': tokenId='5a56d942-a162-4343-b146-e9fa427d5a6f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715069412, refreshable=false
2021-03-02T19:47:49.412Z [AUDIT] Token created by 'jffe@000': tokenId='47dbf453-ff49-4e68-887d-12ddb4630ca1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715069412, refreshable=false
2021-03-02T19:57:49.517Z [AUDIT] Token created by 'jffe@000': tokenId='2bfcb713-8d3b-412b-ae19-c78df7d79b3c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715669517, refreshable=false
2021-03-02T19:57:49.521Z [AUDIT] Token created by 'jffe@000': tokenId='45ff8c26-6130-4131-b3b4-242d99f90b1a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715669521, refreshable=false
2021-03-02T19:57:49.521Z [AUDIT] Token created by 'jffe@000': tokenId='f8f60c31-3f35-4043-b449-8efb6ad938fe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715669521, refreshable=false
2021-03-02T19:57:49.524Z [AUDIT] Token created by 'jffe@000': tokenId='a64636c2-c536-4f38-a73d-4a2e61b315a4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614715669521, refreshable=false
2021-03-02T20:07:49.595Z [AUDIT] Token created by 'jffe@000': tokenId='8122de5c-0195-4735-8bde-bf57eb385ef5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716269595, refreshable=false
2021-03-02T20:07:49.596Z [AUDIT] Token created by 'jffe@000': tokenId='036874cf-550f-4c2e-b7ee-528f38c44a68', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716269595, refreshable=false
2021-03-02T20:07:49.599Z [AUDIT] Token created by 'jffe@000': tokenId='a1dbc597-c3bb-4a2c-9d40-4f72e95a1b64', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716269599, refreshable=false
2021-03-02T20:07:49.599Z [AUDIT] Token created by 'jffe@000': tokenId='bd40d183-70c2-42b2-a4f3-d0516bc79764', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716269599, refreshable=false
2021-03-02T20:17:49.736Z [AUDIT] Token created by 'jffe@000': tokenId='19e3f5e9-4f47-4a45-aeb2-2ad6b9a34086', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716869736, refreshable=false
2021-03-02T20:17:49.736Z [AUDIT] Token created by 'jffe@000': tokenId='c3ae26c4-e9f6-4218-8b80-8ddd88fd4142', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716869736, refreshable=false
2021-03-02T20:17:49.740Z [AUDIT] Token created by 'jffe@000': tokenId='5d21f56e-c5b4-41ba-a25e-25c802a43d44', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716869739, refreshable=false
2021-03-02T20:17:49.747Z [AUDIT] Token created by 'jffe@000': tokenId='d9bba891-29c6-4d07-a1c9-9fab56cc5dc5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614716869747, refreshable=false
2021-03-02T20:27:49.867Z [AUDIT] Token created by 'jffe@000': tokenId='de3743e6-bff4-49e5-ac8c-e648c459967c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614717469867, refreshable=false
2021-03-02T20:27:49.867Z [AUDIT] Token created by 'jffe@000': tokenId='f51def0a-8e23-430d-a692-336a5d52d862', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614717469867, refreshable=false
2021-03-02T20:27:49.870Z [AUDIT] Token created by 'jffe@000': tokenId='11959ad2-478b-4972-ba3a-8c98104d1a4e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614717469870, refreshable=false
2021-03-02T20:27:49.873Z [AUDIT] Token created by 'jffe@000': tokenId='a2feb128-3616-4fc2-9fc2-e0923d26b144', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614717469873, refreshable=false
2021-03-02T20:37:50.244Z [AUDIT] Token created by 'jffe@000': tokenId='84e2e6e5-ec56-43d8-9588-9d7c4ad7d72a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718070177, refreshable=false
2021-03-02T20:37:50.244Z [AUDIT] Token created by 'jffe@000': tokenId='34c6c225-7d8e-4a43-bb98-f1602d3817d0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718070177, refreshable=false
2021-03-02T20:37:50.244Z [AUDIT] Token created by 'jffe@000': tokenId='7426ae2f-3846-439a-99d4-e286cd7f753d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718070177, refreshable=false
2021-03-02T20:37:50.244Z [AUDIT] Token created by 'jffe@000': tokenId='06d3e281-d732-4788-abfa-e984f4a5db4e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718070177, refreshable=false
2021-03-02T20:47:50.196Z [AUDIT] Token created by 'jffe@000': tokenId='e29aaf84-0c82-4242-a9ee-e243eac86a9f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718670196, refreshable=false
2021-03-02T20:47:50.196Z [AUDIT] Token created by 'jffe@000': tokenId='444f6971-aba8-4c63-bb57-9ca38724f154', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718670196, refreshable=false
2021-03-02T20:47:50.196Z [AUDIT] Token created by 'jffe@000': tokenId='916223f7-bdde-426e-ac95-cfc7b0f5fb73', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718670196, refreshable=false
2021-03-02T20:47:50.197Z [AUDIT] Token created by 'jffe@000': tokenId='dd20aafb-646d-4247-b3f8-fca0c2239417', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614718670197, refreshable=false
2021-03-02T20:57:50.274Z [AUDIT] Token created by 'jffe@000': tokenId='23589278-0045-4d24-b351-2b7a50029e94', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719270274, refreshable=false
2021-03-02T20:57:50.274Z [AUDIT] Token created by 'jffe@000': tokenId='76c8784f-9868-4e35-bec2-2b6bf8abba05', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719270274, refreshable=false
2021-03-02T20:57:50.274Z [AUDIT] Token created by 'jffe@000': tokenId='c62c525d-bbb6-4288-8740-9da00d0b663e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719270274, refreshable=false
2021-03-02T20:57:50.280Z [AUDIT] Token created by 'jffe@000': tokenId='ed938bd7-bffb-4620-aea2-5aea196de65a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719270279, refreshable=false
2021-03-02T21:07:50.389Z [AUDIT] Token created by 'jffe@000': tokenId='a3e8efe9-6d14-4e2b-bbff-75b60ac3d572', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719870389, refreshable=false
2021-03-02T21:07:50.390Z [AUDIT] Token created by 'jffe@000': tokenId='9bc8e5bd-eac7-4206-ae3d-684cae7ea673', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719870390, refreshable=false
2021-03-02T21:07:50.390Z [AUDIT] Token created by 'jffe@000': tokenId='7e376517-e67b-4fe3-ad24-bff14d2a08d4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719870390, refreshable=false
2021-03-02T21:07:50.392Z [AUDIT] Token created by 'jffe@000': tokenId='05c57b90-30a6-4153-8f0b-78b2761a80e7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614719870392, refreshable=false
2021-03-02T21:17:50.580Z [AUDIT] Token created by 'jffe@000': tokenId='7a1e39e7-11f6-4078-b820-e996f13f2c64', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614720470580, refreshable=false
2021-03-02T21:17:50.581Z [AUDIT] Token created by 'jffe@000': tokenId='93d5397a-c523-47ad-ba72-b4630eafc04b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614720470580, refreshable=false
2021-03-02T21:17:50.581Z [AUDIT] Token created by 'jffe@000': tokenId='3e923fd3-d4af-4fad-9d00-d02c2f944ecd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614720470580, refreshable=false
2021-03-02T21:17:50.586Z [AUDIT] Token created by 'jffe@000': tokenId='47760dc4-e254-44b3-93e7-4af733493d75', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614720470586, refreshable=false
2021-03-02T21:27:50.628Z [AUDIT] Token created by 'jffe@000': tokenId='8ec2fbda-0889-4e37-b5bc-f33ced69a705', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614721070628, refreshable=false
2021-03-02T21:27:50.631Z [AUDIT] Token created by 'jffe@000': tokenId='8ab53607-884d-4a49-a398-61c1947f98d7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614721070631, refreshable=false
2021-03-02T21:27:50.633Z [AUDIT] Token created by 'jffe@000': tokenId='8ed4ef4b-ae66-43f9-a792-239b8c921176', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614721070633, refreshable=false
2021-03-02T21:27:50.633Z [AUDIT] Token created by 'jffe@000': tokenId='e7406979-331f-49e2-b14a-abd7bde9d86c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614721070633, refreshable=false
2021-03-03T12:37:50.954Z [AUDIT] Token created by 'jffe@000': tokenId='39ac85d4-fd1e-4637-8428-e15aff85effe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614775670952, refreshable=false
2021-03-03T12:37:50.974Z [AUDIT] Token created by 'jffe@000': tokenId='f8dfbb2e-882e-4421-96ae-8e5592c2b091', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614775670973, refreshable=false
2021-03-03T12:37:50.975Z [AUDIT] Token created by 'jffe@000': tokenId='f8a29e8f-6331-47e0-a897-9af774232972', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614775670975, refreshable=false
2021-03-03T12:37:50.979Z [AUDIT] Token created by 'jffe@000': tokenId='268b3065-c0e0-4770-b6db-bf4233ec6aa8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614775670978, refreshable=false
2021-03-03T12:38:44.345Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='d5315909-e0f0-4564-87b1-2f0b325df128', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614861524325, refreshable=true
2021-03-03T12:38:44.371Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='01c86cf5-b63d-4c79-8f11-3e43141d7303', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614861524366, refreshable=true
2021-03-03T12:38:44.376Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='cf9ecbb0-2d11-4a9b-99c0-b2d480417e38', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614861524359, refreshable=true
2021-03-03T12:38:44.376Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='2be8a44c-dc94-4e97-ac05-f57b02115870', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614861524352, refreshable=true
2021-03-04T17:45:04.686Z [AUDIT] Token created by 'anonymous': tokenId='82dbd81c-83aa-41f1-9756-eab4c9232df4', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-04T17:45:04.789Z [AUDIT] Token revoked by 'anonymous': tokenId='63c2f361-db3f-4b25-8acd-8a18dd1bfbd6', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-04T17:45:09.782Z [AUDIT] Token created by 'anonymous': tokenId='44c2824e-cc5d-4735-a3c4-077308654dce', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614880029776, refreshable=false
2021-03-04T17:45:09.921Z [AUDIT] Token created by 'anonymous': tokenId='21716b74-7ef1-4bef-b4bb-0c9bce2c6266', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-04T17:45:09.936Z [AUDIT] Token created by 'anonymous': tokenId='16d7f4ca-e52b-46c0-8b51-96a89f245275', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614880029923, refreshable=false
2021-03-04T17:45:09.996Z [AUDIT] Token revoked by 'anonymous': tokenId='331fce33-fc3a-4403-aa5c-dfd1eca3dc92', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-04T17:45:10.199Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='236690f4-873e-4ca6-bd37-a38adc33dcbf', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614966310192, refreshable=true
2021-03-04T17:45:10.205Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='d353db6f-aee0-4baf-9a8a-bf4af462f213', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614966310195, refreshable=true
